"","COMID","FromNode","ToNode","AreSqKM","acm_resp","reach_lgt","reach_slp","river_lgt","river_slp","catch_area","wshd_area","reach_resp","logDA_km2","logw_m","length_m","d50m","order","doc_annual","do_annual","nitrates","res_time","hz_exchng","aer_resp","anb_resp","p_ant","p_frt","p_shb","p_ant_t","p_frt_t","p_shb_t","hl","hrl","ht","hrt"
"4087",24127705,50103298,50102455,3.6738,16.2953875,2.259,0.06,9.05,0.01989,3.67,12.75,8.691425301,1.105459088,0.450198009,2259,0.002192298,2,1.308951962,11.47040148,0.133848737,4.775534965,-4.216879893,8.662509743,0.028915559,0.1105,0.7494,0.1401,0.1093,0.7739,0.1168,0.734943823765076,0.668974697758093,0.69111697693534,0.629081782594302
"4088",24127707,50210355,50102538,2.9943,4.723726039,3.254,0.13,3.25,0.04,2.99,2.99,4.723726039,0.47629531,0.11901318,3254,0.001207104,1,1.649749177,10.07419126,0.170037808,4.654563377,-4.637357827,4.693061151,0.030664888,0.0994,0.8717,0.0289,0.0994,0.8717,0.0289,0.451587344352279,0.411052515077686,0.451587344352279,0.411052515077686
"4089",24127709,50210356,50103297,0.7362,6.158061473,0.832,0.11,0.83,0.13253,0.74,0.74,6.158061473,-0.133004187,-0.201715311,832,0.001883891,1,1.151077324,11.7481015,0.149151439,3.818824134,-4.501191741,6.140091613,0.01796986,0.1075,0.725,0.1675,0.1075,0.725,0.1675,0.77218585176206,0.702873852520083,0.77218585176206,0.702873852520083
"4090",24127711,50210357,50103305,1.0863,2.856166173,1.283,0.15,1.28,0.117188,1.09,1.09,2.856166173,0.03594978,-0.112779819,1283,0.001357209,1,0.895595784,11.41100826,0.19211484,4.151592826,-4.6696915,2.848092591,0.008073582,0.3562,0.3961,0.2477,0.3562,0.3961,0.2477,1.0801902328304,0.983231522141404,1.0801902328304,0.983231522141404
"4091",24127713,50103299,50102864,4.1256,42.85250174,1.145,0.07,2.42,0.099174,4.13,5.62,28.3186506,0.749357495,0.262750083,1145,0.008961496,1,0.781818182,10.88680065,0.162234207,4.021215666,-3.54607222,28.2372507,0.081399908,0.0923,0.4723,0.4354,0.1156,0.4507,0.4337,0.936246588722311,0.852208370850611,0.970921614576853,0.883770939567715
"4092",24127717,50210358,50103305,2.4228,3.484245084,1.671,0.2,1.67,0.11976,2.42,2.42,3.484245084,0.384317565,0.070597116,1671,0.001556398,1,0.781818182,11.37363221,0.174072175,4.319525382,-4.439984623,3.475044406,0.009200678,0.2084,0.4877,0.3039,0.2084,0.4877,0.3039,1.03899030823019,0.945729734636227,1.03899030823019,0.945729734636227
"4093",24127719,50210359,50103293,1.3113,3.429154664,2.572,0.19,2.57,0.07393,1.31,1.31,3.429154664,0.117702061,-0.069746325,2572,0.001155017,1,1.29365773,11.13978763,0.106154727,4.365271424,-4.656824351,3.417643614,0.01151105,0.0975000000000001,0.7783,0.1242,0.0975000000000001,0.7783,0.1242,0.681110228873718,0.619973247977641,0.681110228873718,0.619973247977641
"4094",24127721,50103300,50102535,13.023,15.27739846,8.519,0.06,12.25,0.027755,13.02,15.75,2.774150115,1.197355002,0.498570998,8519,0.001384813,2,1.414354108,9.958960759,0.178729901,5.42207318,-4.743720953,2.758730223,0.015419892,0.157,0.7474,0.0956,0.1518,0.7605,0.0877,0.732724939500765,0.666954982261373,0.707828300758161,0.644293085066696
"4095",24127723,50103301,50102798,2.5506,0.084583367,2.569,0,2.88,0.003472,2.55,5.31,0.045472318,0.725388858,0.250133259,2569,0.000322727,1,0.781818182,9.272391238,0.348518478,6.648787159,-6.202663199,0.045268232,0.000204085,0.0689,0.6358,0.2953,0.0847999999999999,0.6151,0.3001,0.83244601507726,0.757725016972518,0.869373214586308,0.791337602495128
"4096",24127725,50210360,50102582,1.4841,1.105343454,2.099,0.05,2.1,0.02381,1.48,1.48,1.105343454,0.171463165,-0.041447077,2099,0.001299193,1,0.886804114,10.23094441,0.177533749,4.495757849,-4.871895248,1.101402854,0.0039406,0.1491,0.6004,0.2505,0.1491,0.6004,0.2505,0.936823693329147,0.85273367410162,0.936823693329147,0.85273367410162
"4097",24127727,50210361,50102453,2.2365,4.423126586,1.546,0.18,1.55,0.116129,2.24,2.24,4.423126586,0.349568903,0.052305806,1546,0.001498464,1,1.008023058,10.89936762,0.207746501,4.285627836,-4.435504055,4.408133535,0.014993051,0.1827,0.6052,0.2121,0.1827,0.6052,0.2121,0.943405644528281,0.858724824270816,0.943405644528281,0.858724824270816
"4098",24127729,50210362,50103303,0.2214,3.483760118,0.387,0,0.39,0,0.22,0.22,3.483760118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0731,0.5407,0.3862,0.0731,0.5407,0.3862,0.891126294213481,0.811138108871718,0.891126294213481,0.811138108871718
"4099",24127733,50210363,50102860,5.9634,4.904462551,4.142,0.02,4.14,0.004831,5.96,5.96,4.904462551,0.775493941,0.276508018,4142,0.00209382,1,0.932722503,9.646402253,0.157064754,4.882148403,-4.439887874,4.884215215,0.020247336,0.1011,0.663,0.2359,0.1011,0.663,0.2359,0.844886782752663,0.769049091720021,0.844886782752663,0.769049091720021
"4100",24127735,50103302,50102799,0.9234,279.0165053,1.382,0.02,8.95,0.069274,0.92,9.03,58.64321572,0.955500141,0.371261284,1382,0.004330285,2,2.481912291,11.24595962,0.134476363,4.435587038,-3.825712281,58.11751311,0.525702612,0.3723,0.4737,0.154,0.0679,0.7025,0.2296,1.00989627208561,0.919247201676529,0.768528880529981,0.699545133853999
"4101",24127737,50103303,50103309,0.3582,3.484119408,0.714,0.01,1.1,0.009091,0.36,0.58,0.000359289,-0.236871623,-0.256389977,714,4.37e-05,1,0.781818182,8.583353244,0.414587792,6.726698287,-8.327902142,0.000357329,1.96e-06,0.0754,0.4849,0.4397,0.0743999999999999,0.5063,0.4193,0.907166853201195,0.825738854879358,0.902356768237535,0.821360526862026
"4102",24127739,50210364,50103302,0,131.0274506,0.072,0,0.07,0,0,0,131.0274506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3723,0.4737,0.154,0.3723,0.4737,0.154,1.00989627208561,0.919247201676529,1.00989627208561,0.919247201676529
"4103",24127741,50210365,50103304,3.0033,5.705948159,2.634,0.14,2.63,0.053232,3,3,5.705948159,0.477598716,0.119699279,2634,0.001486457,1,1.490040776,10.84965985,0.134981393,4.507035275,-4.504910932,5.681038248,0.024909911,0.092,0.84,0.068,0.092,0.84,0.068,0.548766616798268,0.499508900873082,0.548766616798268,0.499508900873082
"4104",24127743,50210366,50102456,2.3814,7.023128059,2.01,0.14,2.01,0.069652,2.38,2.38,7.023128059,0.376832349,0.066656982,2010,0.001587052,1,1.384623095,10.76034916,0.12419671,4.325799713,-4.382937831,6.994577473,0.028550585,0.0623,0.8402,0.0975,0.0623,0.8402,0.0975,0.546194181970453,0.497167369784864,0.546194181970453,0.497167369784864
"4105",24127747,50103304,50102536,5.3703,29.77883727,2.245,0.09,8.5,0.069412,5.37,13.24,11.24088899,1.121855182,0.458828731,2245,0.004134487,2,1.369606853,10.80472065,0.144404295,4.702178143,-4.143808891,11.19461808,0.04627091,0.0821000000000001,0.8197,0.0982,0.1048,0.7927,0.1025,0.596102734888041,0.542596092394633,0.65403398229046,0.595327386227739
"4106",24127749,50210367,50103314,2.2455,10.91704136,1.153,0.26,1.15,0.226087,2.25,2.25,10.91704136,0.351313059,0.053223911,1153,0.0027185,1,1.404495703,10.99782716,0.137909164,4.049631982,-4.23115761,10.87358836,0.043452997,0.0946000000000001,0.8136,0.0918,0.0946000000000001,0.8136,0.0918,0.610142220749091,0.555375383147034,0.610142220749091,0.555375383147034
"4107",24127751,50210368,50102458,1.8099,3.343147533,3.057,0.14,3.06,0.045752,1.81,1.81,3.343147533,0.25765458,0.003923127,3057,0.001201801,1,1.149131687,10.94490081,0.115753153,4.496115602,-4.628789273,3.332178431,0.010969102,0.0571,0.7748,0.1681,0.0571,0.7748,0.1681,0.660920288275404,0.601595572061791,0.660920288275404,0.601595572061791
"4108",24127753,50210369,50102541,5.0967,4.218069938,3.984,0.12,3.98,0.030151,5.1,5.1,4.218069938,0.707289071,0.240605732,3984,0.001188108,1,1.637122983,10.42904552,0.14726148,4.874952169,-4.689455259,4.194458357,0.023611581,0.0595,0.9089,0.0316,0.0595,0.9089,0.0316,0.363879461775921,0.331217359872304,0.363879461775921,0.331217359872304
"4109",24127755,50103305,50102447,0.5715,11.9968897,1.078,0.1,4.03,0.111663,0.57,4.08,5.656478442,0.610724025,0.189774964,1078,0.002039016,2,0.781818182,11.40354019,0.187049269,4.31142475,-4.194708947,5.641464303,0.01501414,0.3763,0.3229,0.3008,0.2712,0.4403,0.2885,1.09414797992905,0.995936411065935,1.07368903417195,0.977313876102392
"4110",24127757,50103306,50103310,4.7583,14.75797224,2.497,0.03,4.28,0.037383,4.76,6.28,10.32180757,0.798160147,0.288439258,2497,0.001846998,1,1.741601046,10.58808281,0.197079201,4.796369266,-4.307034062,10.25818182,0.063625751,0.2328,0.4432,0.324,0.2432,0.4458,0.311,1.06512237478991,0.969516166691707,1.06724482433172,0.971448103521199
"4111",24127759,50103307,50102630,4.7097,13.14106668,4.023,0.02,8.16,0.020833,4.71,8.03,3.589483715,0.904509977,0.344420628,4023,0.001668414,2,0.994651863,10.44243522,0.182703623,5.035847792,-4.589590451,3.576374498,0.013109218,0.2118,0.553,0.2352,0.2384,0.5468,0.2148,0.996742638786495,0.907274248675012,1.00227983120675,0.912314418421312
"4112",24127761,50210370,50103307,1.4967,4.273817702,1.926,0.08,1.93,0.041451,1.5,1.5,4.273817702,0.175134759,-0.039514391,1926,0.001578228,1,0.948493342,10.72372966,0.189155492,4.298831328,-4.494887091,4.259488008,0.014329694,0.38,0.3891,0.2309,0.38,0.3891,0.2309,1.07340719648644,0.977057336385498,1.07340719648644,0.977057336385498
"4113",24127763,50103308,50103302,0.7209,89.345839,1.054,0.04,7.49,0.080107,0.72,8.1,25.07036711,0.90862976,0.346589235,1054,0.006530875,2,0.908109685,11.37144827,0.113612158,4.127056929,-3.68288216,25.00516832,0.065198791,0.0612,0.608,0.3308,0.0332,0.7286,0.2382,0.839442323738322,0.764093331557406,0.685482073721928,0.623952672651209
"4114",24127765,50103309,50102795,1.1457,8.437049858,0.695,0,1.8,0.005556,1.15,1.73,4.95293045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3323,0.4501,0.2176,0.2457,0.469,0.2853,1.05726995233726,0.962368583751261,1.05780711823101,0.962857533218954
"4115",24127767,50210371,50102534,2.6037,4.861048251,1.906,0.11,1.91,0.057592,2.6,2.6,4.861048251,0.415590943,0.087059075,1906,0.001353354,1,1.350184272,10.26898713,0.165636163,4.500324754,-4.543499498,4.837777152,0.023271099,0.0581,0.8344,0.1075,0.0581,0.8344,0.1075,0.556143940962397,0.506224030714814,0.556143940962397,0.506224030714814
"4116",24127769,50103310,50102674,0.3339,14.76865728,0.656,0,4.94,0.032389,0.33,6.62,0.010685045,0.820648008,0.300276618,656,0.000150656,1,1.746607831,10.6001449,0.196155943,7.272305609,-7.164309429,0.010620144,6.49e-05,0.1806,0.5472,0.2722,0.2401,0.4509,0.309,0.993212455619537,0.904060937479269,1.06459076362683,0.969032273357759
"4117",24127771,50210372,50103312,9.2016,8.515992437,4.52,0.11,4.52,0.024336,9.2,9.2,8.515992437,0.96386335,0.375663584,4520,0.002130071,1,2.672288058,10.24713275,0.184979433,4.945011194,-4.581443001,8.361128871,0.154863567,0.181,0.6538,0.1652,0.181,0.6538,0.1652,0.884669385904596,0.805260777646239,0.884669385904596,0.805260777646239
"4118",24127773,50210373,50102454,2.6118,5.541305297,2.552,0.17,2.55,0.066667,2.61,2.61,5.541305297,0.416939918,0.087769161,2552,0.001587826,1,1.418208835,10.6771956,0.126953444,4.459847522,-4.502782807,5.517624445,0.023680852,0.0386,0.8735,0.0879,0.0386,0.8735,0.0879,0.457495927095028,0.416430738863906,0.457495927095028,0.416430738863906
"4119",24127775,50210374,50102615,5.4684,2.658288756,2.985,0.04,2.99,0.013378,5.47,5.47,2.658288756,0.737860275,0.256698074,2985,0.001617851,1,0.781818182,10.55527297,0.20483329,4.814514359,-4.579929092,2.649816266,0.008472489,0.1358,0.5173,0.3469,0.1358,0.5173,0.3469,0.979373151787047,0.89146386026173,0.979373151787047,0.89146386026173
"4120",24127777,50103311,50103308,1.4247,49.20379096,1.314,0.04,4.35,0.087356,1.42,4.02,14.86252031,0.604647179,0.18657618,1314,0.003550301,2,0.781818182,11.4494932,0.109613715,4.14995573,-3.830054333,14.82718788,0.035332434,0.0701,0.4049,0.525,0.0418000000000001,0.6815,0.2767,0.89067771744116,0.810729796697398,0.749546510364579,0.682266635915099
"4121",24127779,50210375,50103307,1.8198,5.277765264,2.211,0.07,2.21,0.031674,1.82,1.82,5.277765264,0.260023661,0.005170185,2211,0.001497177,1,1.211754911,10.68693619,0.168083622,4.441306546,-4.459774749,5.257091233,0.020674031,0.1904,0.6607,0.1489,0.1904,0.6607,0.1489,0.873210606286499,0.794830546948574,0.873210606286499,0.794830546948574
"4122",24127781,50103312,50102572,0.027,8.528038388,0.182,0,4.7,0.023404,0.03,9.23,0.012045951,0.965135823,0.3763334,182,0.000117276,1,2.617749395,10.23299465,0.185375653,7.547029381,-7.260427656,0.01184341,0.000202541,0.4334,0.0333,0.5333,0.1817,0.652,0.1663,0.810926741725994,0.73813733023969,0.887074122050519,0.807449662815945
"4123",24127783,50210376,50102446,1.2474,2.390035139,2.329,0.16,2.33,0.06867,1.25,1.25,2.390035139,0.09600574,-0.081167028,2329,0.001007443,1,1.151401663,11.72135693,0.160921798,4.465612789,-4.79283944,2.382923561,0.007111578,0.2063,0.6263,0.1674,0.2063,0.6263,0.1674,0.917896354868244,0.835505268178864,0.917896354868244,0.835505268178864
"4124",24127785,50103313,50103304,3.4362,12.83200012,2.53,0.16,3.62,0.099448,3.44,4.87,6.026993368,0.687118551,0.229988194,2530,0.002471392,1,1.293489438,10.99020487,0.140448164,4.567492628,-4.417733203,6.004589452,0.022403916,0.1082,0.7936,0.0982,0.1381,0.7334,0.1285,0.651970949169606,0.593449532555307,0.764467877747367,0.695848649821823
"4125",24127787,50210377,50103313,1.4292,6.805006748,1.086,0.2,1.09,0.183486,1.43,1.43,6.805006748,0.155093008,-0.050064146,1086,0.001771397,1,1.041766633,11.14116914,0.1251035,4.017594633,-4.284008662,6.784572915,0.020433833,0.2097,0.5888,0.2015,0.2097,0.5888,0.2015,0.962232684159673,0.875861934264566,0.962232684159673,0.875861934264566
"4126",24127789,50210378,50102579,5.9877,2.018047296,3.57,0.04,3.57,0.011204,5.99,5.99,2.018047296,0.777260033,0.27743767,3570,0.001405594,1,0.781818182,10.18366316,0.198439872,4.937192895,-4.722079542,2.011113226,0.00693407,0.1277,0.5527,0.3196,0.1277,0.5527,0.3196,0.955096573251765,0.869366366190629,0.955096573251765,0.869366366190629
"4127",24127793,50210379,50103311,1.107,20.60311335,1.095,0.16,1.1,0.145455,1.11,1.11,20.60311335,0.044147621,-0.108464566,1095,0.003415374,1,1.225563798,11.73241155,0.099721362,3.701183406,-3.885375161,20.54580069,0.057312665,0.0268000000000001,0.8285,0.1447,0.0268000000000001,0.8285,0.1447,0.532589875965357,0.484784196807989,0.532589875965357,0.484784196807989
"4128",24127795,50103314,50103315,1.6668,16.06650824,2.069,0.09,3.22,0.108696,1.67,3.91,5.149466878,0.59243215,0.180146323,2069,0.001496453,1,1.226231237,10.69899661,0.165528552,4.57161482,-4.465152302,5.12921101,0.020255868,0.3212,0.4774,0.2014,0.1912,0.6703,0.1385,1.04050978129301,0.947112818621807,0.858266636998885,0.781227959901481
"4129",24127797,50210380,50103315,2.6883,3.399248252,2.503,0.11,2.5,0.044,2.69,2.69,3.399248252,0.429477732,0.094368927,2503,0.001235933,1,1.128742276,10.82291775,0.145284438,4.616959464,-4.622462816,3.387345822,0.011902431,0.0971,0.7285,0.1744,0.0971,0.7285,0.1744,0.761776602564266,0.693398945580517,0.761776602564266,0.693398945580517
"4130",24127799,50210381,50103317,1.1799,2.667928051,1.306,0.14,1.31,0.10687,1.18,1.18,2.667928051,0.071845201,-0.093884867,1306,0.0013142,1,0.781818182,11.46368552,0.190617698,4.235445026,-4.569532435,2.660909017,0.007019035,0.3456,0.3333,0.3211,0.3456,0.3333,0.3211,1.09816201980235,0.999590147615861,1.09816201980235,0.999590147615861
"4131",24127801,50210382,50102671,6.6879,7.081039941,5.632,0.08,5.63,0.01421,6.69,6.69,7.081039941,0.825289771,0.30271999,5632,0.001285702,1,2.580041975,10.53352863,0.226127309,5.03560308,-4.648064163,6.973705038,0.107334903,0.3224,0.4364,0.2412,0.3224,0.4364,0.2412,1.06982325060401,0.9737950882572,1.06982325060401,0.9737950882572
"4132",24127803,50210383,50102568,5.4387,1.455842144,4.427,0.05,4.43,0.011287,5.44,5.44,1.455842144,0.735495104,0.255453074,4427,0.001042224,1,0.781818182,10.71493222,0.315893039,5.07752391,-4.804319303,1.451135699,0.004706445,0.2823,0.2575,0.4602,0.2823,0.2575,0.4602,1.06356670147957,0.968100131820818,1.06356670147957,0.968100131820818
"4133",24127805,50210384,50102452,6.9183,2.503941755,5.769,0.11,5.77,0.019064,6.92,6.92,2.503941755,0.839999391,0.310462971,5769,0.001696988,1,1.009929416,10.47009241,0.181251085,5.001612555,-4.673622762,2.494775282,0.009166473,0.1483,0.6402,0.2115,0.1483,0.6402,0.2115,0.897117850005844,0.816591857982451,0.897117850005844,0.816591857982451
"4134",24127807,50103315,50103316,0.8136,42.6833509,0.942,0.06,6.67,0.077961,0.81,7.41,23.21759441,0.870064297,0.326288804,942,0.002578292,2,2.451788638,10.72311547,0.175938966,4.368485545,-4.195585503,22.95168443,0.265909986,0.4148,0.4812,0.104,0.1816,0.6707,0.1477,0.952381275130054,0.866894795328261,0.860187140390523,0.782976077423421
"4135",24127809,50210385,50102445,2.736,2.184127059,2.601,0.16,2.6,0.061538,2.74,2.74,2.184127059,0.437116093,0.098389675,2601,0.001187393,1,0.781818182,11.45125015,0.213064888,4.575877876,-4.641624309,2.178279448,0.005847611,0.3655,0.2411,0.3934,0.3655,0.2411,0.3934,1.07786098772696,0.981111351879824,1.07786098772696,0.981111351879824
"4136",24127813,50103316,50102564,0.0666,55.77026173,0.282,0.03,6.95,0.079137,0.07,7.48,13.08691083,0.873948044,0.328333165,282,0.002379067,2,2.657245266,10.64239697,0.182033744,4.568760273,-4.388433873,12.89076163,0.196149204,0.878312168783122,0.0675932406759324,0.0540945905409459,0.1879,0.6652,0.1469,0.453871784271292,0.413131901902844,0.867074857030363,0.789245547290893
"4137",24127815,50210386,50103308,3.3579,15.07168092,2.088,0.18,2.09,0.086124,3.36,3.36,15.07168092,0.526067758,0.145212845,2088,0.007514258,1,1.135530826,11.13947357,0.100083645,4.124110764,-3.972200866,15.02645845,0.045222466,0.0169,0.8108,0.1723,0.0169,0.8108,0.1723,0.542004356000932,0.493353625834665,0.542004356000932,0.493353625834665
"4138",24127817,50103317,50102444,0.5265,5.602155989,1.017,0.1,2.32,0.103448,0.53,1.71,2.934227938,0.232080842,-0.009538605,1017,0.001675018,1,0.781818182,11.24294946,0.222455075,4.145312411,-4.603863073,2.926004436,0.008223502,0.2821,0.3709,0.347,0.326,0.3449,0.3291,1.09213821940114,0.994107048197301,1.09830562775541,0.999720865207985
"4139",24127819,50210387,50102865,2.4966,11.17326497,2.469,0.13,2.47,0.052632,2.5,2.5,11.17326497,0.397348966,0.077456701,2469,0.004114313,1,1.055495958,11.85044279,0.121646514,4.200423547,-4.065225212,11.14421655,0.029048424,0.0645,0.7383,0.1972,0.0645,0.7383,0.1972,0.720965708581413,0.656251269003615,0.720965708581413,0.656251269003615
"4140",24127821,50210388,50103311,1.4922,13.7381573,1.94,0.18,1.94,0.092784,1.49,1.49,13.7381573,0.173827036,-0.040202762,1940,0.003900974,1,1.249341347,11.74236865,0.090539198,3.988041413,-4.076381014,13.70058851,0.037568789,0.0258999999999999,0.8366,0.1375,0.0258999999999999,0.8366,0.1375,0.516701184524329,0.470321686598596,0.516701184524329,0.470321686598596
"4141",24127823,50210389,50102862,3.9285,11.89603681,2.618,0.19,2.62,0.072519,3.93,3.93,11.89603681,0.594226757,0.181090985,2618,0.012017431,1,0.823253421,12.20872976,0.114035656,4.124435375,-3.914317559,11.87071385,0.025322958,0.101,0.6282,0.2708,0.101,0.6282,0.2708,0.877370491848971,0.798617037965815,0.877370491848971,0.798617037965815
"4142",24127825,50210390,50102670,3.5559,2.020802378,2.423,0.04,2.42,0.016529,3.56,3.56,2.020802378,0.550949539,0.158310338,2423,0.001468305,1,0.781818182,10.94890737,0.454842943,4.707442796,-4.710261689,2.014406003,0.006396375,0.2668,0.2546,0.4786,0.2668,0.2546,0.4786,1.05349517652689,0.958932634736942,1.05349517652689,0.958932634736942
"4143",24127827,50210391,50103089,1.521,5.691680988,2.173,0.11,2.17,0.050691,1.52,1.52,5.691680988,0.182129214,-0.035832587,2173,0.00137517,1,1.472381798,10.4283887,0.132225395,4.355036253,-4.521464923,5.664387032,0.027293957,0.081,0.8462,0.0728,0.081,0.8462,0.0728,0.535631670177332,0.487552957219056,0.535631670177332,0.487552957219056
"4144",24127829,50210392,50103321,1.8243,1.923054916,2.306,0.07,2.31,0.030303,1.82,1.82,1.923054916,0.261096258,0.005734788,2306,0.001225795,1,0.781818182,9.757867576,0.287050465,4.584572583,-4.7248076,1.915462511,0.007592404,0.2003,0.4805,0.3192,0.2003,0.4805,0.3192,1.03874853963206,0.945509667374443,1.03874853963206,0.945509667374443
"4145",24127831,50210393,50103321,9.8001,14.79511799,3.046,0.03,3.05,0.009836,9.8,9.8,14.79511799,0.991230507,0.390069352,3046,0.001852449,1,2.547117984,10.39123487,0.293100395,4.955277279,-4.329555534,14.5553307,0.239787291,0.3574,0.4518,0.1908,0.3574,0.4518,0.1908,1.04275675864568,0.949158105549552,1.04275675864568,0.949158105549552
